year,day,time,speed_ms
2006,112,2248,18.78
2006,112,2318,18.33
2006,112,2348,18.33
2006,113,18,21.46
2006,113,48,19.22
2006,113,118,21.46
2006,113,148,19.22
2006,113,218,20.12
2006,113,248,18.78
2006,113,318,18.78
2006,113,348,19.67
2006,113,418,17.43
2006,113,448,14.75
2006,113,518,18.33
2006,113,548,16.54
2006,113,618,18.33
2006,113,648,18.78
2006,113,718,17.43
2006,113,748,17.88
2006,113,818,21.90
2006,113,848,17.88
2006,113,918,12.52
2006,113,948,11.62
2006,113,1018,16.54
2006,113,1048,13.41
2006,113,1118,8.94
2006,113,1148,11.18
2006,113,1218,8.05
2006,113,1248,8.49
2006,113,1318,9.83
2006,113,1348,10.73
2006,113,1418,9.83
2006,113,1448,9.83
2006,113,1518,10.28
2006,113,1548,6.71
2006,113,1618,8.94
2006,113,1648,6.26
2006,113,1718,4.47
2006,113,1748,4.92
2006,113,1818,3.58
2006,113,1848,3.13
2006,113,1918,4.92
2006,113,1948,8.49
2006,113,2018,7.15
2006,113,2048,7.60
2006,113,2118,9.83
2006,113,2148,10.73
2006,113,2218,11.18
2006,113,2248,14.31
2006,113,2318,13.41
2006,113,2348,15.65
2006,114,18,16.09
2006,114,48,14.75
2006,114,118,16.54
2006,114,148,15.20
2006,114,218,15.20
2006,114,248,16.09
2006,114,318,15.20
2006,114,348,16.99
2006,114,418,17.88
2006,114,448,21.01
2006,114,518,20.12
2006,114,548,21.90
2006,114,618,19.22
2006,114,648,21.46
2006,114,718,23.69
2006,114,748,21.46
2006,114,818,20.56
2006,114,848,21.90
2006,114,918,21.90
2006,114,948,22.80
2006,114,1018,21.90
2006,114,1048,26.38
2006,114,1118,26.38
2006,114,1148,21.01
2006,114,1218,18.33
2006,114,1248,25.48
2006,114,1318,27.27
2006,114,1348,28.61
2006,114,1418,29.95
2006,114,1448,29.50
2006,114,1518,29.06
2006,114,1548,28.61
2006,114,1618,24.59
2006,114,1648,29.95
2006,114,1718,33.08
2006,114,1748,33.98
2006,114,1818,36.66
2006,114,1848,35.32
2006,114,1918,31.74
2006,114,1948,31.29
2006,114,2018,27.27
2006,114,2048,29.50
2006,114,2118,26.82
2006,114,2148,24.59
2006,114,2218,25.93
2006,114,2248,19.22
2006,114,2318,23.69
2006,114,2348,19.67
2006,115,18,20.56
2006,115,48,18.78
2006,115,118,21.46
2006,115,148,19.22
2006,115,218,19.22
2006,115,248,19.22
2006,115,318,24.14
2006,115,348,22.80
2006,115,418,24.59
2006,115,448,25.48
2006,115,518,23.25
2006,115,548,21.01
2006,115,618,22.35
2006,115,648,19.67
2006,115,718,27.72
2006,115,748,29.95
2006,115,818,24.14
2006,115,848,21.90
2006,115,918,26.38
2006,115,948,25.48
2006,115,1018,24.59
2006,115,1048,21.01
2006,115,1118,24.59
2006,115,1148,20.12
2006,115,1218,17.43
2006,115,1248,17.88
2006,115,1318,17.43
2006,115,1348,19.22
2006,115,1418,21.46
2006,115,1448,21.46
2006,115,1518,21.90
2006,115,1548,20.56
2006,115,1618,23.69
2006,115,1648,19.67
2006,115,1718,23.25
2006,115,1748,21.46
2006,115,1818,25.93
2006,115,1848,25.93
2006,115,1918,26.38
2006,115,1948,27.27
2006,115,2018,26.38
2006,115,2048,25.93
2006,115,2118,25.48
2006,115,2148,28.16
2006,115,2218,27.72
2006,115,2248,28.61
2006,115,2318,27.72
2006,115,2348,30.85
2006,116,18,30.85
2006,116,48,28.16
2006,116,118,22.80
2006,116,148,19.67
2006,116,218,11.62
2006,116,248,14.75
2006,116,318,7.60
2006,116,348,16.54
2006,116,418,19.67
2006,116,448,0.00
2006,116,518,0.89
2006,116,548,12.96
2006,116,618,12.96
2006,116,648,10.73
2006,116,718,0.00
2006,116,748,16.54
2006,116,818,16.54
2006,116,848,14.31
2006,116,918,16.54
2006,116,948,13.41
2006,116,1018,16.54
2006,116,1048,15.20
2006,116,1118,16.99
2006,116,1148,10.28
2006,116,1218,19.67
2006,116,1248,15.65
2006,116,1318,16.54
2006,116,1348,13.86
2006,116,1418,18.78
2006,116,1448,16.09
2006,116,1518,18.78
2006,116,1548,17.43
2006,116,1618,15.65
2006,116,1648,12.96
2006,116,1718,15.20
2006,116,1748,15.65
2006,116,1818,14.75
2006,116,1848,13.86
2006,116,1918,14.75
2006,116,1948,13.41
2006,116,2018,11.18
2006,116,2048,12.07
2006,116,2118,13.41
2006,116,2148,10.73
2006,116,2218,11.62
2006,116,2248,10.28
2006,116,2318,11.62
2006,116,2348,12.96
2006,117,18,14.31
2006,117,48,14.31
2006,117,118,10.73
2006,117,148,12.07
2006,117,218,12.96
2006,117,248,11.18
2006,117,318,10.28
2006,117,348,11.62
2006,117,418,12.96
2006,117,448,11.62
2006,117,518,11.18
2006,117,548,14.75
2006,117,618,13.41
2006,117,648,14.75
2006,117,718,13.41
2006,117,748,14.31
2006,117,818,9.83
2006,117,848,9.39
2006,117,918,12.07
2006,117,948,9.83
2006,117,1018,12.07
2006,117,1048,13.86
2006,117,1118,13.41
2006,117,1148,15.20
2006,117,1218,14.75
2006,117,1248,15.20
2006,117,1318,13.86
2006,117,1348,16.09
2006,117,1418,13.41
2006,117,1448,13.86
2006,117,1518,16.09
2006,117,1548,12.07
2006,117,1618,12.52
2006,117,1648,13.86
2006,117,1718,10.73
2006,117,1748,11.62
2006,117,1818,13.41
2006,117,1848,13.86
2006,117,1918,12.07
2006,117,1948,9.83
2006,117,2018,8.05
2006,117,2048,7.60
2006,117,2118,8.94
2006,117,2148,7.15
2006,117,2218,8.05
2006,117,2248,6.71
2006,117,2318,7.60
2006,117,2348,7.15
2006,118,18,7.60
2006,118,48,8.49
2006,118,118,8.94
2006,118,148,10.28
2006,118,218,9.39
2006,118,248,8.94
2006,118,318,10.28
2006,118,348,11.18
2006,118,418,8.49
2006,118,448,10.28
2006,118,518,10.73
2006,118,548,10.28
2006,118,618,12.52
2006,118,648,12.96
2006,118,718,9.83
2006,118,748,10.73
2006,118,818,11.62
2006,118,848,8.94
2006,118,918,9.83
2006,118,948,11.62
2006,118,1018,9.83
2006,118,1048,12.07
2006,118,1118,10.28
2006,118,1148,12.96
2006,118,1218,10.28
2006,118,1248,11.62
2006,118,1318,10.28
2006,118,1348,10.73
2006,118,1418,11.18
2006,118,1448,10.28
2006,118,1518,10.28
2006,118,1548,10.28
2006,118,1618,10.28
2006,118,1648,12.96
2006,118,1718,12.07
2006,118,1748,12.07
2006,118,1818,12.07
2006,118,1848,11.62
2006,118,1918,11.18
2006,118,1948,10.73
2006,118,2018,9.83
2006,118,2048,10.73
2006,118,2118,10.73
2006,118,2148,10.73
2006,118,2218,11.18
2006,118,2248,11.18
2006,118,2318,11.62
2006,118,2348,11.62
2006,119,18,11.18
2006,119,48,9.39
2006,119,118,8.49
2006,119,148,9.83
2006,119,218,8.94
2006,119,248,8.49
2006,119,318,7.60
2006,119,348,6.71
2006,119,418,4.92
2006,119,448,5.36
2006,119,518,6.26
2006,119,548,8.94
2006,119,618,7.60
2006,119,648,8.94
2006,119,718,8.94
2006,119,748,5.36
2006,119,818,6.26
2006,119,848,7.15
2006,119,918,6.26
2006,119,948,4.47
2006,119,1018,4.92
2006,119,1048,6.71
2006,119,1118,6.26
2006,119,1148,6.26
2006,119,1218,7.15
2006,119,1248,7.60
2006,119,1318,8.05
2006,119,1348,8.05
2006,119,1418,7.15
2006,119,1448,8.49
2006,119,1518,6.71
2006,119,1548,9.39
2006,119,1618,9.39
2006,119,1648,7.60
2006,119,1718,8.49
2006,119,1748,9.39
2006,119,1818,9.83
2006,119,1848,9.83
2006,119,1918,9.39
2006,119,1948,8.94
2006,119,2018,8.05
2006,119,2048,8.94
2006,119,2118,7.15
2006,119,2148,6.71
2006,119,2218,6.71
2006,119,2248,5.36
2006,119,2318,2.68
2006,119,2348,2.24
2006,120,18,3.13
2006,120,48,3.13
2006,120,118,4.92
2006,120,148,3.58
2006,120,218,3.58
2006,120,248,1.79
2006,120,318,1.79
2006,120,348,2.24
2006,120,418,3.58
2006,120,448,3.13
2006,120,518,2.68
2006,120,548,4.92
2006,120,618,2.68
2006,120,648,3.13
2006,120,718,1.79
2006,120,748,0.45
2006,120,818,0.45
2006,120,848,2.68
2006,120,918,0.45
2006,120,948,1.34
2006,120,1018,3.58
2006,120,1048,1.34
2006,120,1118,0.45
2006,120,1148,0.89
2006,120,1218,3.58
2006,120,1248,0.89
2006,120,1318,1.34
2006,120,1348,1.34
2006,120,1418,1.34
2006,120,1448,4.47
2006,120,1518,4.47
2006,120,1548,2.68
2006,120,1618,1.34
2006,120,1648,1.79
2006,120,1718,3.13
2006,120,1748,4.92
2006,120,1818,3.58
2006,120,1848,6.26
2006,120,1918,9.83
2006,120,1948,10.73
2006,120,2018,6.26
2006,120,2048,6.26
2006,120,2118,7.60
2006,120,2148,6.71
2006,120,2218,11.18
2006,120,2248,11.62
2006,120,2318,8.94
2006,120,2348,10.28
2006,121,18,12.52
2006,121,48,9.83
2006,121,118,10.73
2006,121,148,12.07
2006,121,218,11.62
2006,121,248,12.52
2006,121,318,10.73
2006,121,348,8.94
2006,121,418,7.60
2006,121,448,9.39
2006,121,518,8.05
2006,121,548,10.73
2006,121,618,9.83
2006,121,648,8.94
2006,121,718,7.60
2006,121,748,9.39
2006,121,818,8.94
2006,121,848,9.39
2006,121,918,6.71
2006,121,948,6.26
2006,121,1018,5.36
2006,121,1048,4.92
2006,121,1118,3.13
2006,121,1148,0.89
2006,121,1218,3.13
2006,121,1248,6.71
2006,121,1318,9.39
2006,121,1348,10.28
2006,121,1418,12.52
2006,121,1448,12.96
2006,121,1518,11.62
2006,121,1548,14.31
2006,121,1618,12.96
2006,121,1648,10.28
2006,121,1718,9.39
2006,121,1748,12.52
2006,121,1818,8.49
2006,121,1848,12.07
2006,121,1918,12.52
2006,121,1948,12.52
2006,121,2018,11.18
2006,121,2048,11.62
2006,121,2118,12.07
2006,121,2148,7.15
2006,121,2218,8.94
2006,121,2248,6.71
2006,121,2318,0.89
2006,121,2348,1.34
2006,122,18,4.47
2006,122,48,4.02
2006,122,118,4.02
2006,122,148,5.81
2006,122,218,7.60
2006,122,248,10.73
2006,122,318,8.94
2006,122,348,9.83
2006,122,418,12.52
2006,122,448,13.86
2006,122,518,21.01
2006,122,548,21.01
2006,122,618,21.90
2006,122,648,24.59
2006,122,718,24.59
2006,122,748,25.48
2006,122,818,33.08
2006,122,848,30.85
2006,122,918,34.87
2006,122,948,36.66
2006,122,1018,33.98
2006,122,1048,32.19
2006,122,1118,34.42
2006,122,1148,34.87
2006,122,1218,31.74
2006,122,1248,32.19
2006,122,1318,35.76
2006,122,1348,33.08
2006,122,1418,36.66
2006,122,1448,34.42
2006,122,1518,33.53
2006,122,1548,30.40
2006,122,1618,32.19
2006,122,1648,32.63
2006,122,1718,34.42
2006,122,1748,33.08
2006,122,1818,29.95
2006,122,1848,29.50
2006,122,1918,27.27
2006,122,1948,30.85
2006,122,2018,29.95
2006,122,2048,29.95
2006,122,2118,29.06
2006,122,2148,18.33
2006,122,2218,17.88
2006,122,2248,14.31
2006,122,2318,16.54
2006,122,2348,16.54
2006,123,18,16.09
2006,123,48,15.65
2006,123,118,16.54
2006,123,148,18.33
2006,123,218,16.99
2006,123,248,18.78
2006,123,318,18.33
2006,123,348,20.12
2006,123,418,16.09
2006,123,448,16.54
2006,123,518,17.43
2006,123,548,17.43
2006,123,618,21.01
2006,123,648,18.33
2006,123,718,22.80
2006,123,748,27.72
2006,123,818,26.82
2006,123,848,27.72
2006,123,918,27.72
2006,123,948,32.63
2006,123,1018,29.06
2006,123,1048,29.50
2006,123,1118,30.40
2006,123,1148,27.72
2006,123,1218,26.82
2006,123,1248,26.38
2006,123,1318,28.16
2006,123,1348,28.16
2006,123,1418,31.29
2006,123,1448,29.06
2006,123,1518,23.69
2006,123,1548,27.72
2006,123,1618,21.46
2006,123,1648,20.12
2006,123,1718,20.12
2006,123,1748,22.35
2006,123,1818,19.22
2006,123,1848,19.67
2006,123,1918,18.33
2006,123,1948,16.09
2006,123,2018,16.54
2006,123,2048,16.99
2006,123,2118,14.75
2006,123,2148,15.65
2006,123,2218,15.20
2006,123,2248,16.99
2006,123,2318,13.41
2006,123,2348,17.43
2006,124,18,18.78
2006,124,48,18.33
2006,124,118,18.78
2006,124,148,16.09
2006,124,218,17.43
2006,124,248,20.12
2006,124,318,20.56
2006,124,348,17.88
2006,124,418,20.56
2006,124,448,21.01
2006,124,518,22.80
2006,124,548,22.35
2006,124,618,23.25
2006,124,648,25.93
2006,124,718,26.38
2006,124,748,29.06
2006,124,818,28.61
2006,124,848,29.50
2006,124,918,31.29
2006,124,948,32.19
2006,124,1018,31.74
2006,124,1048,25.48
2006,124,1118,24.59
2006,124,1148,23.25
2006,124,1218,21.46
2006,124,1248,23.25
2006,124,1318,25.93
2006,124,1348,28.61
2006,124,1418,28.61
2006,124,1448,29.50
2006,124,1518,29.50
2006,124,1548,30.85
2006,124,1618,30.40
2006,124,1648,32.19
2006,124,1718,34.87
2006,124,1748,33.08
2006,124,1818,35.32
2006,124,1848,37.55
2006,124,1918,37.55
2006,124,1948,35.76
2006,124,2018,39.79
2006,124,2048,41.57
2006,124,2118,36.21
2006,124,2148,38.89
2006,124,2218,38.00
2006,124,2248,38.89
2006,124,2318,35.32
2006,124,2348,29.50
2006,125,18,29.06
2006,125,48,22.35
2006,125,118,24.14
2006,125,148,23.69
2006,125,218,25.48
2006,125,248,26.38
2006,125,318,26.82
2006,125,348,23.69
2006,125,418,23.25
2006,125,448,21.46
2006,125,518,18.33
2006,125,548,16.99
2006,125,618,16.99
2006,125,648,15.20
2006,125,718,11.62
2006,125,748,12.96
2006,125,818,8.94
2006,125,848,10.28
2006,125,918,8.05
2006,125,948,11.18
2006,125,1018,4.02
2006,125,1048,4.47
2006,125,1118,4.47
2006,125,1148,6.71
2006,125,1218,5.36
2006,125,1248,8.05
2006,125,1318,4.02
2006,125,1348,7.15
2006,125,1418,3.13
2006,125,1448,4.92
2006,125,1518,5.36
2006,125,1548,2.68
2006,125,1618,6.71
2006,125,1648,7.15
2006,125,1718,7.15
2006,125,1748,9.83
2006,125,1818,6.26
2006,125,1848,8.49
2006,125,1918,7.15
2006,125,1948,9.39
2006,125,2018,12.52
2006,125,2048,11.18
2006,125,2118,12.07
2006,125,2148,11.62
2006,125,2218,10.73
2006,125,2248,9.83
2006,125,2318,11.18
2006,125,2348,9.83
2006,126,18,9.39
2006,126,48,11.18
2006,126,118,11.62
2006,126,148,11.62
2006,126,218,11.18
2006,126,248,10.28
2006,126,318,8.49
2006,126,348,9.39
2006,126,418,9.83
2006,126,448,8.05
2006,126,518,8.05
2006,126,548,9.83
2006,126,618,8.49
2006,126,648,8.94
2006,126,718,8.94
2006,126,748,10.28
2006,126,818,10.73
2006,126,848,10.73
2006,126,918,9.83
2006,126,948,12.52
2006,126,1018,12.07
2006,126,1048,14.31
2006,126,1118,16.54
2006,126,1148,14.31
2006,126,1218,11.62
2006,126,1248,11.18
2006,126,1318,12.52
2006,126,1348,12.52
2006,126,1418,15.20
2006,126,1448,15.20
2006,126,1518,14.75
2006,126,1548,14.31
2006,126,1618,16.09
2006,126,1648,15.20
2006,126,1718,15.65
2006,126,1748,16.09
2006,126,1818,16.09
2006,126,1848,17.43
2006,126,1918,16.54
2006,126,1948,16.09
2006,126,2018,15.20
2006,126,2048,15.20
2006,126,2118,14.31
2006,126,2148,16.09
2006,126,2218,14.75
2006,126,2248,13.41
2006,126,2318,15.20
2006,126,2348,15.20
2006,127,18,16.54
2006,127,48,16.09
2006,127,118,19.22
2006,127,148,16.99
2006,127,218,19.22
2006,127,248,17.43
2006,127,318,16.09
2006,127,348,15.20
2006,127,418,15.65
2006,127,448,16.09
2006,127,518,16.54
2006,127,548,16.09
2006,127,618,16.99
2006,127,648,15.65
2006,127,718,14.31
2006,127,748,12.96
2006,127,818,13.86
2006,127,848,9.83
2006,127,918,10.73
2006,127,948,13.86
2006,127,1018,10.73
2006,127,1048,10.28
2006,127,1118,14.31
2006,127,1148,10.73
2006,127,1218,11.62
2006,127,1248,10.28
2006,127,1318,8.49
2006,127,1348,8.05
2006,127,1418,8.05
2006,127,1448,10.28
2006,127,1518,10.28
2006,127,1548,14.31
2006,127,1618,17.43
2006,127,1648,16.54
2006,127,1718,18.78
2006,127,1748,21.46
2006,127,1818,19.22
2006,127,1848,22.80
2006,127,1918,21.46
2006,127,1948,21.46
2006,127,2018,21.01
2006,127,2048,19.22
2006,127,2118,20.56
2006,127,2148,21.46
2006,127,2218,22.35
2006,127,2248,21.46
2006,127,2318,22.35
2006,127,2348,25.93
2006,128,18,21.01
2006,128,48,25.03
2006,128,118,22.80
2006,128,148,26.82
2006,128,218,27.27
2006,128,248,27.27
2006,128,318,28.61
2006,128,348,28.16
2006,128,418,26.38
2006,128,448,25.48
2006,128,518,25.93
2006,128,548,24.14
2006,128,618,26.82
2006,128,648,26.38
2006,128,718,22.80
2006,128,748,24.59
2006,128,818,24.59
2006,128,848,21.90
2006,128,918,21.90
2006,128,948,24.14
2006,128,1018,24.59
2006,128,1048,23.25
2006,128,1118,23.25
2006,128,1148,24.14
2006,128,1218,22.35
2006,128,1248,22.35
2006,128,1318,21.90
2006,128,1348,22.80
2006,128,1418,23.25
2006,128,1448,21.90
2006,128,1518,27.27
2006,128,1548,26.82
2006,128,1618,21.46
2006,128,1648,24.59
2006,128,1718,24.14
2006,128,1748,18.78
2006,128,1818,18.78
2006,128,1848,17.43
2006,128,1918,14.31
2006,128,1948,14.31
2006,128,2018,17.43
2006,128,2048,16.99
2006,128,2118,14.31
2006,128,2148,14.31
2006,128,2218,14.31
2006,128,2248,13.86
2006,128,2318,16.09
2006,128,2348,15.20
2006,129,18,16.09
2006,129,48,15.65
2006,129,118,13.86
2006,129,148,14.31
2006,129,218,14.31
2006,129,248,12.96
2006,129,318,11.62
2006,129,348,11.62
2006,129,418,12.07
2006,129,448,10.28
2006,129,518,12.52
2006,129,548,13.41
2006,129,618,12.96
2006,129,648,11.62
2006,129,718,12.96
2006,129,748,14.75
2006,129,818,12.96
2006,129,848,15.20
2006,129,918,12.52
2006,129,948,11.62
2006,129,1018,12.96
2006,129,1048,11.18
2006,129,1118,13.41
2006,129,1148,13.41
2006,129,1218,12.96
2006,129,1248,12.52
2006,129,1318,9.39
2006,129,1348,12.52
2006,129,1418,10.28
2006,129,1448,12.07
2006,129,1518,9.83
2006,129,1548,11.18
2006,129,1618,11.18
2006,129,1648,12.52
2006,129,1718,11.62
2006,129,1748,13.86
2006,129,1818,14.31
2006,129,1848,11.62
2006,129,1918,10.28
2006,129,1948,9.39
2006,129,2018,8.05
2006,129,2048,8.49
2006,129,2118,8.94
2006,129,2148,8.49
2006,129,2218,6.71
2006,129,2248,6.26
2006,129,2318,5.81
2006,129,2348,4.02
2006,130,18,3.13
2006,130,48,3.13
2006,130,118,3.13
2006,130,148,2.24
2006,130,218,2.68
2006,130,248,2.68
2006,130,318,2.24
2006,130,348,2.68
2006,130,418,2.68
2006,130,448,3.13
2006,130,518,3.13
2006,130,548,3.58
2006,130,618,2.68
2006,130,648,3.13
2006,130,718,4.47
2006,130,748,4.92
2006,130,818,4.47
2006,130,848,3.58
2006,130,918,4.47
2006,130,948,5.36
2006,130,1018,3.58
2006,130,1048,3.13
2006,130,1118,4.47
2006,130,1148,4.02
2006,130,1218,1.79
2006,130,1248,1.79
2006,130,1318,2.24
2006,130,1348,3.13
2006,130,1418,2.68
2006,130,1448,1.79
2006,130,1518,2.24
2006,130,1548,5.81
2006,130,1618,3.13
2006,130,1648,4.47
2006,130,1718,7.15
2006,130,1748,5.36
2006,130,1818,6.71
2006,130,1848,5.81
2006,130,1918,5.81
2006,130,1948,4.02
2006,130,2018,1.34
2006,130,2048,0.89
2006,130,2118,0.45
2006,130,2148,1.79
2006,130,2218,1.34
2006,130,2248,0.45
2006,130,2318,1.79
2006,130,2348,2.68
2006,131,18,2.68
2006,131,48,2.24
2006,131,118,0.45
2006,131,148,0.00
2006,131,218,0.00
2006,131,248,2.68
2006,131,318,3.13
2006,131,348,3.58
2006,131,418,4.02
2006,131,448,3.13
2006,131,518,3.58
2006,131,548,0.89
2006,131,618,0.00
2006,131,648,2.24
2006,131,718,0.45
2006,131,748,2.24
2006,131,818,4.92
2006,131,848,4.47
2006,131,918,4.02
2006,131,948,3.13
2006,131,1018,1.79
2006,131,1048,2.24
2006,131,1118,4.02
2006,131,1148,3.58
2006,131,1218,4.92
2006,131,1248,4.47
2006,131,1318,6.26
2006,131,1348,4.47
2006,131,1418,4.47
2006,131,1448,2.24
2006,131,1518,0.45
2006,131,1548,2.68
2006,131,1618,3.58
2006,131,1648,2.24
2006,131,1718,3.58
2006,131,1748,2.24
2006,131,1818,1.79
2006,131,1848,3.13
2006,131,1918,3.13
2006,131,1948,2.68
2006,131,2018,4.02
2006,131,2048,4.92
2006,131,2118,4.92
2006,131,2148,6.26
2006,131,2218,7.15
2006,131,2248,7.60
2006,131,2318,9.83
2006,131,2348,13.41
2006,132,18,7.60
2006,132,48,6.26
2006,132,118,9.39
2006,132,148,9.39
2006,132,218,11.62
2006,132,248,11.18
2006,132,318,9.83
2006,132,348,8.05
2006,132,418,6.71
2006,132,448,5.81
2006,132,518,5.81
2006,132,548,2.68
2006,132,618,1.34
2006,132,648,4.47
2006,132,718,7.60
2006,132,748,10.73
2006,132,818,5.81
2006,132,848,8.05
2006,132,918,6.26
2006,132,948,2.24
2006,132,1018,1.79
2006,132,1048,4.92
2006,132,1118,4.92
2006,132,1148,3.58
2006,132,1218,5.81
2006,132,1248,6.26
2006,132,1318,6.71
2006,132,1348,6.26
2006,132,1418,7.15
2006,132,1448,8.05
2006,132,1518,6.71
2006,132,1548,7.60
2006,132,1618,7.15
2006,132,1648,7.60
2006,132,1718,9.39
2006,132,1748,8.49
2006,132,1818,9.39
2006,132,1848,9.39
2006,132,1918,9.39
2006,132,1948,8.49
2006,132,2018,7.60
2006,132,2048,7.60
2006,132,2118,7.60
2006,132,2148,7.15
2006,132,2218,6.26
2006,132,2248,5.81
2006,132,2318,6.26
2006,132,2348,4.02
2006,133,18,5.36
2006,133,48,4.92
2006,133,118,6.26
2006,133,148,5.36
2006,133,218,4.92
2006,133,248,3.13
2006,133,318,3.13
2006,133,348,3.13
2006,133,418,4.92
2006,133,448,5.81
2006,133,518,4.92
2006,133,548,5.36
2006,133,618,5.36
2006,133,648,5.36
2006,133,718,7.15
2006,133,748,4.92
2006,133,818,4.92
2006,133,848,4.47
2006,133,918,3.13
2006,133,948,5.36
2006,133,1018,2.68
2006,133,1048,4.47
2006,133,1118,2.68
2006,133,1148,4.02
2006,133,1218,2.68
2006,133,1248,1.34
2006,133,1318,1.79
2006,133,1348,4.02
2006,133,1418,0.89
2006,133,1448,3.13
2006,133,1518,2.68
2006,133,1548,2.68
2006,133,1618,4.02
2006,133,1648,3.58
2006,133,1718,3.58
2006,133,1748,4.02
2006,133,1818,4.02
2006,133,1848,1.79
2006,133,1918,4.92
2006,133,1948,3.13
2006,133,2018,3.13
2006,133,2048,2.68
2006,133,2118,2.68
2006,133,2148,2.24
2006,133,2218,2.24
2006,133,2248,1.79
2006,133,2318,4.02
2006,133,2348,4.47
2006,134,18,5.36
2006,134,48,4.92
2006,134,118,4.47
2006,134,148,3.13
2006,134,218,3.58
2006,134,248,6.71
2006,134,318,6.71
2006,134,348,7.15
2006,134,418,7.60
2006,134,448,7.60
2006,134,518,7.60
2006,134,548,8.05
2006,134,618,6.26
2006,134,648,6.71
2006,134,718,8.94
2006,134,748,7.15
2006,134,818,5.81
2006,134,848,5.81
2006,134,918,5.36
2006,134,948,4.92
2006,134,1018,4.92
2006,134,1048,4.47
2006,134,1118,4.92
2006,134,1148,6.71
2006,134,1218,5.81
2006,134,1248,4.47
2006,134,1318,3.58
2006,134,1348,5.81
2006,134,1418,6.26
2006,134,1448,6.71
2006,134,1518,6.71
2006,134,1548,5.81
2006,134,1618,7.60
2006,134,1648,8.49
2006,134,1718,7.60
2006,134,1748,8.49
2006,134,1818,8.05
2006,134,1848,8.05
2006,134,1918,7.15
2006,134,1948,6.71
2006,134,2018,5.81
2006,134,2048,6.71
2006,134,2118,7.15
2006,134,2148,8.94
2006,134,2218,6.26
2006,134,2248,7.60
2006,134,2318,8.05
2006,134,2348,8.05
2006,135,18,7.60
2006,135,48,5.81
2006,135,118,4.47
2006,135,148,4.02
2006,135,218,4.92
2006,135,248,6.26
2006,135,318,6.26
2006,135,348,5.81
2006,135,418,7.15
2006,135,448,6.26
2006,135,518,4.47
2006,135,548,5.36
2006,135,618,4.92
2006,135,648,4.92
2006,135,718,3.58
2006,135,748,4.02
2006,135,818,4.02
2006,135,848,4.47
2006,135,918,4.92
2006,135,948,5.81
2006,135,1018,4.92
2006,135,1048,4.47
2006,135,1118,4.47
2006,135,1148,3.58
2006,135,1218,4.47
2006,135,1248,1.34
2006,135,1318,1.34
2006,135,1348,2.68
2006,135,1418,0.89
2006,135,1448,1.34
2006,135,1518,1.79
2006,135,1548,2.24
2006,135,1618,2.68
2006,135,1648,3.13
2006,135,1718,2.68
2006,135,1748,1.34
2006,135,1818,1.34
2006,135,1848,0.89
2006,135,1918,0.45
2006,135,1948,0.45
2006,135,2018,0.45
2006,135,2048,0.89
2006,135,2118,0.45
2006,135,2148,0.00
2006,135,2218,0.89
2006,135,2248,0.45
2006,135,2318,0.89
2006,135,2348,0.89
2006,136,18,0.45
2006,136,48,2.24
2006,136,118,1.34
2006,136,148,3.58
2006,136,218,3.58
2006,136,248,4.02
2006,136,318,4.02
2006,136,348,5.36
2006,136,418,5.36
2006,136,448,6.26
2006,136,518,6.26
2006,136,548,7.60
2006,136,618,7.15
2006,136,648,8.05
2006,136,718,8.94
2006,136,748,8.49
2006,136,818,7.15
2006,136,848,9.39
2006,136,918,6.26
2006,136,948,6.71
2006,136,1018,7.15
2006,136,1048,7.15
2006,136,1118,8.49
2006,136,1148,5.36
2006,136,1218,4.02
2006,136,1248,7.15
2006,136,1318,7.60
2006,136,1348,8.05
2006,136,1418,8.05
2006,136,1448,6.71
2006,136,1518,6.26
2006,136,1548,7.15
2006,136,1618,7.60
2006,136,1648,7.60
2006,136,1718,7.15
2006,136,1748,9.83
2006,136,1818,5.81
2006,136,1848,8.05
2006,136,1918,7.15
2006,136,1948,6.71
2006,136,2018,6.71
2006,136,2048,5.36
2006,136,2118,8.05
2006,136,2148,10.28
2006,136,2218,7.60
2006,136,2248,7.60
2006,136,2318,5.81
2006,136,2348,6.26
2006,137,18,7.15
2006,137,48,10.28
2006,137,118,10.73
2006,137,148,6.71
2006,137,218,11.18
2006,137,248,10.73
2006,137,318,10.73
2006,137,348,12.07
2006,137,418,13.41
2006,137,448,15.65
2006,137,518,18.33
2006,137,548,16.99
2006,137,618,15.65
2006,137,648,12.96
2006,137,718,12.96
2006,137,748,13.86
2006,137,818,10.73
2006,137,848,10.28
2006,137,918,8.05
2006,137,948,4.02
2006,137,1018,4.02
2006,137,1048,5.36
2006,137,1118,5.81
2006,137,1148,2.68
2006,137,1218,3.58
2006,137,1248,2.68
2006,137,1318,3.58
2006,137,1348,5.81
2006,137,1418,8.05
2006,137,1448,8.49
2006,137,1518,8.49
2006,137,1548,7.60
2006,137,1618,9.39
2006,137,1648,10.28
2006,137,1718,14.31
2006,137,1748,13.41
2006,137,1818,17.43
2006,137,1848,16.99
2006,137,1918,18.78
2006,137,1948,21.90
2006,137,2018,19.22
2006,137,2048,23.25
2006,137,2118,22.80
2006,137,2148,24.59
2006,137,2218,23.69
2006,137,2248,24.14
2006,137,2318,22.35
2006,137,2348,22.35
2006,138,18,20.56
2006,138,48,22.80
2006,138,118,21.46
2006,138,148,23.25
