model,scenario,category,imp,ghg_2030,ghg_2050,cut_2030,cut_2040,cut_2050,netzero_co2,cumulative_co2,peak_warming,warming_2100
TIAM-ECN 1.1,EN_NPi2020_1400,C4,non-IMP,48.255797040444577,34.503963113630718,12.37093705640174,22.26324649130434,37.343280166861312,2079,1265.3239051223111,1.8804759185653319,1.8734143960445011
TIAM-ECN 1.1,EN_NPi2020_1400f,C4,non-IMP,48.684892895018088,36.259253386006911,11.64667441385218,20.736811583324808,34.196720390601342,2079,1352.049097259114,1.907103490643123,1.866926192746742
TIAM-ECN 1.1,EN_NPi2020_1600,C4,non-IMP,49.525093233511292,39.12288226616716,9.9399002021872125,19.019787648076271,28.85605152409952,2080,1445.2494034885169,1.955852536511189,1.9419286010301811
TIAM-ECN 1.1,EN_NPi2020_1600f,C5,non-IMP,50.684918744011327,41.12231254870251,8.2966163713663104,16.93955081106127,25.598081307059179,2080,1500.073731508855,2.0193254150322568,1.9909910806325251
TIAM-ECN 1.1,EN_NPi2020_2000,C5,non-IMP,53.313222812780843,47.732722418592537,4.0688710731358757,9.8296820482384852,14.110351864331919,2090,1836.890594469279,2.178520362738209,2.1620513213916528
TIAM-ECN 1.1,EN_NPi2020_2000f,C5,non-IMP,53.35345701677084,47.828089249132553,4.0107886424990093,9.6658781588703953,13.951582063046059,2089,1844.312748511858,2.182924620964978,2.1605911135670439
TIAM-ECN 1.1,EN_NPi2020_2500,C5,non-IMP,59.26693504764026,49.863688751878378,-6.1178137721334709,6.8959102071737499,10.718756880036491,,2351.9045482954448,2.421859514143915,2.421859514143915
TIAM-ECN 1.1,EN_NPi2020_2500f,C5,non-IMP,59.266980488990257,49.863504645988371,-6.1178389646099367,6.8959329504602076,10.719133781127381,,2351.9047216148401,2.421857984025853,2.421857984025853
TIAM-ECN 1.1,EN_NPi2020_3000,C6,non-IMP,60.397517001104042,55.386516736296443,-7.5174135592144591,2.142758118051193,1.402982751229948,,2856.2339292498009,2.8308821340359249,2.8308821340359249
TIAM-ECN 1.1,EN_NPi2020_3000f,C6,non-IMP,60.397480008704044,55.38662377914644,-7.5176860041212779,2.142457072866085,1.402481966855788,,2856.2344714331271,2.8308829145011369,2.8308829145011369
TIAM-ECN 1.1,EN_NPi2020_800,C3,non-IMP,32.60042364268957,15.096434154749501,38.784136790737691,51.161240526567013,71.652477333005052,2067,669.71094203367818,1.5609214339994419,1.548470318836312
TIAM-ECN 1.1,EN_NPi2020_800f,C3,non-IMP,39.08220332527749,22.288383590391529,28.27232273977636,39.378248645899113,59.094067150772197,2068,881.27478041045219,1.675877566434653,1.5716561261468489
TIAM-ECN 1.1,EN_NPi2020_900,C3,non-IMP,35.796054554052809,17.51572141531101,33.76336201062248,46.709652181069423,67.589095698889338,2068,767.44075266978632,1.590568877128848,1.584677065044463
TIAM-ECN 1.1,EN_NPi2020_900f,C3,non-IMP,42.068840613358887,24.353814428256211,23.219788636338631,35.180680774282152,55.551638884026737,2070,955.22929305078083,1.6529727871050941,1.5864187282730711
TIAM-ECN 1.1,EN_NPi2100,C7,non-IMP,61.672774671815382,65.369562662786478,-8.0979476778104722,-8.9600982499756707,-14.57755228374004,,3645.436052085638,3.443468287996954,3.443468287996954
TIAM-ECN 1.1,EN_NPi2100_COV,C7,non-IMP,60.269023545751558,63.263656854086413,-8.5616419162650317,-8.2019959647525287,-13.95582768141478,,3507.7499579479309,3.4125387216900029,3.4125387216900029
WITCH 4.6,DISCRATE_Ref_dr2p,C8,non-IMP,70.720268791768504,84.159179865349799,-20.157763521092619,-33.877836774411783,-42.991238652741551,,5482.9093273759299,4.1588627523222534,4.1588627523222534
WITCH 4.6,DISCRATE_Ref_dr3p,C8,non-IMP,70.793816669978497,85.126185838529807,-20.139844768228109,-34.175984846127392,-44.462429537144708,,5604.3666166900766,4.2061006110440893,4.2061006110440893
WITCH 4.6,DISCRATE_Ref_dr4p,C8,non-IMP,70.834262934054138,85.613622876710934,-20.241309870479071,-34.572453697021118,-45.329304365555437,,5698.938854387372,4.2393942266490487,4.2393942266490487
WITCH 4.6,DISCRATE_Ref_dr5p,C8,non-IMP,70.959013638992843,85.933214451155706,-20.290917656635429,-34.62099252943176,-45.675435626879469,,5775.153804517573,4.2651014108036183,4.2651014108036183
WITCH 5.0,CO_2Deg2020,C3,non-IMP,29.119097779551812,16.062443076743101,47.023417203559518,59.924310482333318,70.777482461501933,2076,744.82000532400866,1.642433739632492,1.5576392567263291
WITCH 5.0,CO_2Deg2030,C3,non-IMP,52.945922553862218,12.35784114345692,3.67510452613412,60.938398385926398,77.517291247212512,2067,811.04818957868918,1.7486789717410269,1.576158330572186
WITCH 5.0,CO_BAU,C7,non-IMP,61.39848099891136,65.6126961430368,-7.5205161772754368,-11.71403982645778,-14.9004151618528,,3916.3229354970058,3.5985337579151691,3.5985337579151691
WITCH 5.0,CO_Bridge,C3,GS,44.868079121787837,17.805344410163389,18.826528160367751,51.234035837004242,67.787307783998571,2076,959.14368957217152,1.7479867194735479,1.679766836868521
WITCH 5.0,CO_CurPol,C7,non-IMP,57.975845601243037,62.273509310873493,-5.4758704387020201,-9.9277463816501363,-13.294640754600159,,3741.2872846238752,3.4715735787900961,3.4715735787900961
WITCH 5.0,CO_GPP,C5,non-IMP,46.655835845307458,34.311682441789912,15.118704250111209,29.81265183437581,37.576510799757543,,2018.50023491568,2.2318852392194288,2.2318852392194288
WITCH 5.0,CO_NDC_2050convergence,C5,non-IMP,52.945922553862218,37.054381276446399,3.67510452613412,19.73202594500891,32.586699199141499,,2365.8872725536962,2.4571764241975309,2.4571764241975309
WITCH 5.0,CO_NDCplus,C6,non-IMP,52.945922553862218,48.984259072937149,3.67510452613412,9.9298185711577265,10.882587223494401,,3035.8746029390509,2.8589171408648362,2.8589171408648362
WITCH 5.0,EN_INDCi2030_1000,C3,non-IMP,50.136947777809802,17.42482937022147,7.9925926596644006,54.035750932154428,68.023315244344019,2073,925.44254643603847,1.773100310977386,1.7228871344980949
WITCH 5.0,EN_INDCi2030_1000_NDCp,C3,non-IMP,46.818181165545447,17.829093535273479,14.1060355851114,53.703477722176828,67.290238801598292,2073,924.75557159093114,1.7696649082919489,1.716758332987135
WITCH 5.0,EN_INDCi2030_1000f,C3,non-IMP,50.136947777809802,19.438472470335249,7.9925926596644006,50.91041957596584,64.328034834150742,2078,1006.966009994463,1.8037735371485799,1.7307303174711439
WITCH 5.0,EN_INDCi2030_1000f_NDCp,C3,non-IMP,46.818181165545447,19.859544685968139,14.1060355851114,50.420850553371658,63.56511547253816,2078,1012.684225495369,1.804193281807001,1.7279824915605611
WITCH 5.0,EN_INDCi2030_1200,C4,non-IMP,50.136947777809802,21.085853392384529,7.9925926596644006,48.601300419980063,61.304890142307933,2084,1111.4881044891099,1.8407960001730641,1.809843201269278
